source_file,page_number,page_char_count,page_word_count,page_sentence_count_raw,page_token_count,text,sentences,page_sentence_count_spacy
Python Machine Learning 2015.pdf,269,2354,368,10,588.5,"Chapter 8 [ 245 ] When we initialized the GridSearchCV object and its parameter grid using  the preceding code, we restricted ourselves to a limited number of parameter  combinations since the number of feature vectors, as well as the large vocabulary,  can make the grid search computationally quite expensive; using a standard Desktop  computer, our grid search may take up to 40 minutes to complete. In the previous code example, we replaced the CountVectorizer and  TfidfTransformer from the previous subsection with the TfidfVectorizer,   which combines the latter transformer objects. Our param_grid consisted of two  parameter dictionaries. In the first dictionary, we used the TfidfVectorizer   with its default settings (use_idf=True, smooth_idf=True, and norm='l2') to  calculate the tf-idfs; in the second dictionary, we set those parameters to   use_idf=False, smooth_idf=False, and norm=None in order to train a model   based on raw term frequencies. Furthermore, for the logistic regression classifier  itself, we trained models using L2 and L1 regularization via the penalty parameter  and compared different regularization strengths by defining a range of values for   the inverse-regularization parameter C. After the grid search has finished, we can print the best parameter set: >>> print('Best parameter set: %s ' % gs_lr_tfidf.best_params_) Best parameter set: {'clf__C': 10.0, 'vect__stop_words': None,  'clf__penalty': 'l2', 'vect__tokenizer': <function tokenizer at  0x7f6c704948c8>, 'vect__ngram_range': (1, 1)}  As we can see here, we obtained the best grid search results using the regular  tokenizer without Porter stemming, no stop-word library, and tf-idfs in combination  with a logistic regression classifier that uses L2 regularization with the regularization  strength C=10.0. Using the best model from this grid search, let us print the 5-fold cross-validation  accuracy scores on the training set and the classification accuracy on the test dataset: >>> print('CV Accuracy: %.3f'  ...       % gs_lr_tfidf.best_score_) CV Accuracy: 0.897 >>> clf = gs_lr_tfidf.best_estimator_ >>> print('Test Accuracy: %.3f'  ...     % clf.score(X_test, y_test)) Test Accuracy: 0.899 The results reveal that our machine learning model can predict whether a movie  review is positive or negative with 90 percent accuracy. www.finebook.ir","['Chapter 8 [ 245 ] When we initialized the GridSearchCV object and its parameter grid using  the preceding code, we restricted ourselves to a limited number of parameter  combinations since the number of feature vectors, as well as the large vocabulary,  can make the grid search computationally quite expensive; using a standard Desktop  computer, our grid search may take up to 40 minutes to complete.', 'In the previous code example, we replaced the CountVectorizer and  TfidfTransformer from the previous subsection with the TfidfVectorizer,   which combines the latter transformer objects.', 'Our param_grid consisted of two  parameter dictionaries.', ""In the first dictionary, we used the TfidfVectorizer   with its default settings (use_idf=True, smooth_idf=True, and norm='l2') to  calculate the tf-idfs; in the second dictionary, we set those parameters to   use_idf=False, smooth_idf=False, and norm=None in order to train a model   based on raw term frequencies."", ""Furthermore, for the logistic regression classifier  itself, we trained models using L2 and L1 regularization via the penalty parameter  and compared different regularization strengths by defining a range of values for   the inverse-regularization parameter C. After the grid search has finished, we can print the best parameter set: >>> print('Best parameter set: %s ' % gs_lr_tfidf.best_params_) Best parameter set: {'clf__C': 10.0, 'vect__stop_words': None,  'clf__penalty': 'l2', 'vect__tokenizer': <function tokenizer at  0x7f6c704948c8>, 'vect__ngram_range': (1, 1)}  As we can see here, we obtained the best grid search results using the regular  tokenizer without Porter stemming, no stop-word library, and tf-idfs in combination  with a logistic regression classifier that uses L2 regularization with the regularization  strength C=10.0."", ""Using the best model from this grid search, let us print the 5-fold cross-validation  accuracy scores on the training set and the classification accuracy on the test dataset: >>> print('CV Accuracy: %.3f'  ...       % gs_lr_tfidf.best_score_) CV Accuracy: 0.897 >>> clf = gs_lr_tfidf.best_estimator_ >>> print('Test Accuracy: %.3f'  ...     % clf.score(X_test, y_test)) Test Accuracy: 0.899 The results reveal that our machine learning model can predict whether a movie  review is positive or negative with 90 percent accuracy."", 'www.finebook.ir']",7
Python Machine Learning 2015.pdf,270,2372,401,18,593.0,"Applying Machine Learning to Sentiment Analysis [ 246 ] A still very popular classifier for text classification is the Naïve Bayes  classifier, which gained popularity in applications of e-mail spam  filtering. Naïve Bayes classifiers are easy to implement, computationally  efficient, and tend to perform particularly well on relatively small datasets  compared to other algorithms. Although we don't discuss Naïve Bayes  classifiers in this book, the interested reader can find my article about  Naïve Text classification that I made freely available on arXiv (S. Raschka.  Naive Bayes and Text Classification I - introduction and Theory. Computing  Research Repository (CoRR), abs/1410.5329, 2014. http://arxiv.org/ pdf/1410.5329v3.pdf). Working with bigger data – online  algorithms and out-of-core learning If you executed the code examples in the previous section, you may have noticed  that it could be computationally quite expensive to construct the feature vectors for  the 50,000 movie review dataset during grid search. In many real-world applications  it is not uncommon to work with even larger datasets that may even exceed our  computer's memory. Since not everyone has access to supercomputer facilities, we  will now apply a technique called out-of-core learning that allows us to work with  such large datasets. Back in Chapter 2, Training Machine Learning Algorithms for Classification, we  introduced the concept of stochastic gradient descent, which is an optimization  algorithm that updates the model's weights using one sample at a time. In this  section, we will make use of the partial_fit function of the SGDClassifier in  scikit-learn to stream the documents directly from our local drive and train a logistic  regression model using small minibatches of documents. First, we define a tokenizer function that cleans the unprocessed text data from  our movie_data.csv file that we constructed in the beginning of this chapter and  separates it into word tokens while removing stop words. >>> import numpy as np >>> import re >>> from nltk.corpus import stopwords >>> stop = stopwords.words('english') >>> def tokenizer(text): ...     text = re.sub('<[^>]*>', '', text) ...     emoticons = re.findall('(?::|;|=)(?:-)?(?:\)|\(|D|P)', ...                            text.lower()) ...     text = re.sub('[\W]+', ' ', text.lower()) \ www.finebook.ir","['Applying Machine Learning to Sentiment Analysis [ 246 ] A still very popular classifier for text classification is the Naïve Bayes  classifier, which gained popularity in applications of e-mail spam  filtering.', 'Naïve Bayes classifiers are easy to implement, computationally  efficient, and tend to perform particularly well on relatively small datasets  compared to other algorithms.', ""Although we don't discuss Naïve Bayes  classifiers in this book, the interested reader can find my article about  Naïve Text classification that I made freely available on arXiv (S. Raschka."", ' Naive Bayes and Text Classification I - introduction and Theory.', 'Computing  Research Repository (CoRR), abs/1410.5329, 2014.', 'http://arxiv.org/ pdf/1410.5329v3.pdf).', 'Working with bigger data – online  algorithms and out-of-core learning If you executed the code examples in the previous section, you may have noticed  that it could be computationally quite expensive to construct the feature vectors for  the 50,000 movie review dataset during grid search.', ""In many real-world applications  it is not uncommon to work with even larger datasets that may even exceed our  computer's memory."", 'Since not everyone has access to supercomputer facilities, we  will now apply a technique called out-of-core learning that allows us to work with  such large datasets.', ""Back in Chapter 2, Training Machine Learning Algorithms for Classification, we  introduced the concept of stochastic gradient descent, which is an optimization  algorithm that updates the model's weights using one sample at a time."", 'In this  section, we will make use of the partial_fit function of the SGDClassifier in  scikit-learn to stream the documents directly from our local drive and train a logistic  regression model using small minibatches of documents.', 'First, we define a tokenizer function that cleans the unprocessed text data from  our movie_data.csv file that we constructed in the beginning of this chapter and  separates it into word tokens while removing stop words.', "">>> import numpy as np >>> import re >>> from nltk.corpus import stopwords >>> stop = stopwords.words('english') >>> def tokenizer(text): ...     text = re.sub('<[^>]*>', '', text) ...     emoticons = re.findall('(?::|;|=)(?:-)?(?:\\)|\\(|D|P)', ...                            text.lower()) ...     text = re.sub('[\\W]+', ' ', text.lower()) \\ www.finebook.ir""]",13
Python Machine Learning 2015.pdf,271,2016,435,23,504.0,"Chapter 8 [ 247 ] ...            + ' '.join(emoticons).replace('-', '') ...     tokenized = [w for w in text.split() if w not in stop] ...     return tokenized Next we define a generator function, stream_docs, that reads in and returns one  document at a time: >>> def stream_docs(path): ...    with open(path, 'r') as csv: ...        next(csv) # skip header ...        for line in csv: ...            text, label = line[:-3], int(line[-2]) ...            yield text, label To verify that our stream_docs function works correctly, let us read in the first  document from the movie_data.csv file, which should return a tuple consisting of  the review text as well as the corresponding class label: >>> next(stream_docs(path='./movie_data.csv')) ('""In 1974, the teenager Martha Moxley ... ',1) We will now define a function, get_minibatch, that will take a document stream  from the stream_docs function and return a particular number of documents  specified by the size parameter: >>> def get_minibatch(doc_stream, size): ...     docs, y = [], [] ...         try: ...             for _ in range(size): ...                 text, label = next(doc_stream) ...                 docs.append(text) ...                 y.append(label) ...         except StopIteration: ...             return None, None ...         return docs, y Unfortunately, we can't use the CountVectorizer for out-of-core learning since it  requires holding the complete vocabulary in memory. Also, the TfidfVectorizer  needs to keep the all feature vectors of the training dataset in memory to calculate  the inverse document frequencies. However, another useful vectorizer for text  processing implemented in scikit-learn is HashingVectorizer. HashingVectorizer  is data-independent and makes use of the Hashing trick via the 32-bit MurmurHash3  algorithm by Austin Appleby (https://sites.google.com/site/murmurhash/). >>> from sklearn.feature_extraction.text import HashingVectorizer >>> from sklearn.linear_model import SGDClassifier www.finebook.ir","['Chapter 8 [ 247 ] ...            + \' \'.join(emoticons).replace(\'-\', \'\') ...     tokenized = [w for w in text.split() if w not in stop] ...     return tokenized Next we define a generator function, stream_docs, that reads in and returns one  document at a time: >>> def stream_docs(path): ...    with open(path, \'r\') as csv: ...        next(csv) # skip header ...        for line in csv: ...            text, label = line[:-3], int(line[-2]) ...            yield text, label To verify that our stream_docs function works correctly, let us read in the first  document from the movie_data.csv file, which should return a tuple consisting of  the review text as well as the corresponding class label: >>> next(stream_docs(path=\'./movie_data.csv\')) (\'""In 1974, the teenager Martha Moxley ... \',1) We will now define a function, get_minibatch, that will take a document stream  from the stream_docs function and return a particular number of documents  specified by the size parameter: >>> def get_minibatch(doc_stream, size): ...     docs, y = [], [] ...         try: ...             for _ in range(size): ...                 text, label = next(doc_stream) ...                 docs.append(text) ...                 y.append(label) ...         except StopIteration: ...             return None, None ...         return docs, y Unfortunately, we can\'t use the CountVectorizer for out-of-core learning since it  requires holding the complete vocabulary in memory.', 'Also, the TfidfVectorizer  needs to keep the all feature vectors of the training dataset in memory to calculate  the inverse document frequencies.', 'However, another useful vectorizer for text  processing implemented in scikit-learn is HashingVectorizer.', 'HashingVectorizer  is data-independent and makes use of the Hashing trick via the 32-bit MurmurHash3  algorithm by Austin Appleby (https://sites.google.com/site/murmurhash/).', '>>> from sklearn.feature_extraction.text import HashingVectorizer >>> from sklearn.linear_model import SGDClassifier www.finebook.ir']",5
Python Machine Learning 2015.pdf,272,2043,402,15,510.75,"Applying Machine Learning to Sentiment Analysis [ 248 ] >>> vect = HashingVectorizer(decode_error='ignore',  ...                          n_features=2**21, ...                          preprocessor=None,  ...                          tokenizer=tokenizer) >>> clf = SGDClassifier(loss='log', random_state=1, n_iter=1) >>> doc_stream = stream_docs(path='./movie_data.csv') Using the preceding code, we initialized HashingVectorizer with our tokenizer  function and set the number of features to  21 2 . Furthermore, we reinitialized a  logistic regression classifier by setting the loss parameter of the SGDClassifier to  log—note that, by choosing a large number of features in the HashingVectorizer,  we reduce the chance to cause hash collisions but we also increase the number of  coefficients in our logistic regression model. Now comes the really interesting part. Having set up all the complementary  functions, we can now start the out-of-core learning using the following code: >>> import pyprind >>> pbar = pyprind.ProgBar(45) >>> classes = np.array([0, 1]) >>> for _ in range(45): ...     X_train, y_train = get_minibatch(doc_stream, size=1000) ...     if not X_train: ...         break ...     X_train = vect.transform(X_train) ...     clf.partial_fit(X_train, y_train, classes=classes) ...     pbar.update() 0%                          100% [##############################] | ETA[sec]: 0.000  Total time elapsed: 50.063 sec Again, we made use of the PyPrind package in order to estimate the progress of our  learning algorithm. We initialized the progress bar object with 45 iterations and, in  the following for loop, we iterated over 45 minibatches of documents where each  minibatch consists of 1,000 documents each. Having completed the incremental learning process, we will use the last 5,000  documents to evaluate the performance of our model: >>> X_test, y_test = get_minibatch(doc_stream, size=5000) >>> X_test = vect.transform(X_test) >>> print('Accuracy: %.3f' % clf.score(X_test, y_test)) Accuracy: 0.868 www.finebook.ir","[""Applying Machine Learning to Sentiment Analysis [ 248 ] >>> vect = HashingVectorizer(decode_error='ignore',  ...                          n_features=2**21, ...                          preprocessor=None,  ...                          tokenizer=tokenizer) >>> clf = SGDClassifier(loss='log', random_state=1, n_iter=1) >>> doc_stream = stream_docs(path='./movie_data.csv') Using the preceding code, we initialized HashingVectorizer with our tokenizer  function and set the number of features to  21 2 ."", 'Furthermore, we reinitialized a  logistic regression classifier by setting the loss parameter of the SGDClassifier to  log—note that, by choosing a large number of features in the HashingVectorizer,  we reduce the chance to cause hash collisions but we also increase the number of  coefficients in our logistic regression model.', 'Now comes the really interesting part.', 'Having set up all the complementary  functions, we can now start the out-of-core learning using the following code: >>> import pyprind >>> pbar = pyprind.', 'ProgBar(45) >>> classes = np.array([0, 1]) >>> for _ in range(45): ...     X_train, y_train = get_minibatch(doc_stream, size=1000) ...     if not X_train: ...         break ...     X_train = vect.transform(X_train) ...     clf.partial_fit(X_train, y_train, classes=classes) ...     pbar.update() 0%                          100% [##############################] | ETA[sec]: 0.000  Total time elapsed: 50.063 sec Again, we made use of the PyPrind package in order to estimate the progress of our  learning algorithm.', 'We initialized the progress bar object with 45 iterations and, in  the following for loop, we iterated over 45 minibatches of documents where each  minibatch consists of 1,000 documents each.', ""Having completed the incremental learning process, we will use the last 5,000  documents to evaluate the performance of our model: >>> X_test, y_test = get_minibatch(doc_stream, size=5000) >>> X_test = vect.transform(X_test) >>> print('Accuracy: %.3f' % clf.score(X_test, y_test)) Accuracy: 0.868 www.finebook.ir""]",7
Python Machine Learning 2015.pdf,273,1969,331,26,492.25,"Chapter 8 [ 249 ] As we can see, the accuracy of the model is 87 percent, slightly below the   accuracy that we achieved in the previous section using the grid search for  hyperparameter tuning. However, out-of-core learning is very memory-efficient   and took less than a minute to complete. Finally, we can use the last 5,000   documents to update our model: >>> clf = clf.partial_fit(X_test, y_test) If you are planning to continue directly with Chapter 9, Embedding a Machine Learning  Model into a Web Application, I recommend you to keep the current Python session  open. In the next chapter, will use the model that we just trained to learn how to save  it to disk for later use and embed it into a web application. Although the bag-of-words model is still the most commonly used  model for text classification, it does not consider sentence structure and  grammar. A popular extension of the bag-of-words model is Latent  Dirichlet allocation, which is a topic model that considers the latent  semantics of words (D. M. Blei, A. Y. Ng, and M. I. Jordan. Latent Dirichlet  allocation. The Journal of machine Learning research, 3:993–1022, 2003). A more modern alternative to the bag-of-words model is word2vec, an  algorithm that Google released in 2013 (T. Mikolov, K. Chen, G. Corrado,  and J. Dean. Efficient Estimation of Word Representations in Vector Space.  arXiv preprint arXiv:1301.3781, 2013). The word2vec algorithm is an  unsupervised learning algorithm based on neural networks that attempts  to automatically learn the relationship between words. The idea behind  word2vec is to put words that have similar meanings into similar clusters;  via clever vector-spacing, the model can reproduce certain words using  simple vector math, for example, king – man + woman = queen. The original C-implementation, with useful links to the relevant papers  and alternative implementations, can be found at https://code. google.com/p/word2vec/. www.finebook.ir","['Chapter 8 [ 249 ] As we can see, the accuracy of the model is 87 percent, slightly below the   accuracy that we achieved in the previous section using the grid search for  hyperparameter tuning.', 'However, out-of-core learning is very memory-efficient   and took less than a minute to complete.', 'Finally, we can use the last 5,000   documents to update our model: >>> clf = clf.partial_fit(X_test, y_test) If you are planning to continue directly with Chapter 9, Embedding a Machine Learning  Model into a Web Application, I recommend you to keep the current Python session  open.', 'In the next chapter, will use the model that we just trained to learn how to save  it to disk for later use and embed it into a web application.', 'Although the bag-of-words model is still the most commonly used  model for text classification, it does not consider sentence structure and  grammar.', 'A popular extension of the bag-of-words model is Latent  Dirichlet allocation, which is a topic model that considers the latent  semantics of words (D. M. Blei, A. Y. Ng, and M. I. Jordan.', 'Latent Dirichlet  allocation.', 'The Journal of machine Learning research, 3:993–1022, 2003).', 'A more modern alternative to the bag-of-words model is word2vec, an  algorithm that Google released in 2013 (T. Mikolov, K. Chen, G. Corrado,  and J. Dean.', 'Efficient Estimation of Word Representations in Vector Space.', ' arXiv preprint arXiv:1301.3781, 2013).', 'The word2vec algorithm is an  unsupervised learning algorithm based on neural networks that attempts  to automatically learn the relationship between words.', 'The idea behind  word2vec is to put words that have similar meanings into similar clusters;  via clever vector-spacing, the model can reproduce certain words using  simple vector math, for example, king – man + woman = queen.', 'The original C-implementation, with useful links to the relevant papers  and alternative implementations, can be found at https://code.', 'google.com/p/word2vec/. www.finebook.ir']",15
Python Machine Learning 2015.pdf,274,930,159,5,232.5,"Applying Machine Learning to Sentiment Analysis [ 250 ] Summary In this chapter, we learned how to use machine learning algorithms to classify text  documents based on their polarity, which is a basic task in sentiment analysis in  the field of natural language processing. Not only did we learn how to encode a  document as a feature vector using the bag-of-words model, but we also learned   how to weight the term frequency by relevance using term frequency-inverse  document frequency. Working with text data can be computationally quite expensive due to the large  feature vectors that are created during this process; in the last section, we learned  how to utilize out-of-core or incremental learning to train a machine learning  algorithm without loading the whole dataset into a computer's memory. In the next chapter, we will use our document classifier and learn how to embed it  into a web application. www.finebook.ir","['Applying Machine Learning to Sentiment Analysis [ 250 ] Summary In this chapter, we learned how to use machine learning algorithms to classify text  documents based on their polarity, which is a basic task in sentiment analysis in  the field of natural language processing.', 'Not only did we learn how to encode a  document as a feature vector using the bag-of-words model, but we also learned   how to weight the term frequency by relevance using term frequency-inverse  document frequency.', ""Working with text data can be computationally quite expensive due to the large  feature vectors that are created during this process; in the last section, we learned  how to utilize out-of-core or incremental learning to train a machine learning  algorithm without loading the whole dataset into a computer's memory."", 'In the next chapter, we will use our document classifier and learn how to embed it  into a web application.', 'www.finebook.ir']",5
Python Machine Learning 2015.pdf,275,1085,188,5,271.25,"[ 251 ] Embedding a Machine  Learning Model into   a Web Application In the previous chapters, you learned about the many different machine   learning concepts and algorithms that can help us with better and more efficient  decision-making. However, machine learning techniques are not limited to offline  applications and analyses, and they can be the predictive engine of your web  services. For example, popular and useful applications of machine learning models  in web applications include spam detection in submission forms, search engines,  recommendation systems for media or shopping portals, and many more. In this chapter, you will learn how to embed a machine learning model into   a web application that can not only classify but also learn from data in real-time.   The topics that we will cover are as follows: •  Saving the current state of a trained machine learning model •  Using SQLite databases for data storage •  Developing a web application using the popular Flask web framework •  Deploying a machine learning application to a public web server www.finebook.ir","['[ 251 ] Embedding a Machine  Learning Model into   a Web Application In the previous chapters, you learned about the many different machine   learning concepts and algorithms that can help us with better and more efficient  decision-making.', 'However, machine learning techniques are not limited to offline  applications and analyses, and they can be the predictive engine of your web  services.', 'For example, popular and useful applications of machine learning models  in web applications include spam detection in submission forms, search engines,  recommendation systems for media or shopping portals, and many more.', 'In this chapter, you will learn how to embed a machine learning model into   a web application that can not only classify but also learn from data in real-time.', '  The topics that we will cover are as follows: •  Saving the current state of a trained machine learning model •  Using SQLite databases for data storage •  Developing a web application using the popular Flask web framework •  Deploying a machine learning application to a public web server www.finebook.ir']",5
Python Machine Learning 2015.pdf,276,2498,442,14,624.5,"Embedding a Machine Learning Model into a Web Application [ 252 ] Serializing fitted scikit-learn estimators Training a machine learning model can be computationally quite expensive, as we  have seen in Chapter 8, Applying Machine Learning to Sentiment Analysis. Surely, we  don't want to train our model every time we close our Python interpreter and want  to make a new prediction or reload our web application? One option for model  persistence is Python's in-built pickle module (https://docs.python.org/3.4/ library/pickle.html), which allows us to serialize and de-serialize Python object  structures to compact byte code, so that we can save our classifier in its current state  and reload it if we want to classify new samples without needing to learn the model  from the training data all over again. Before you execute the following code, please  make sure that you have trained the out-of-core logistic regression model from the  last section of Chapter 8, Applying Machine Learning to Sentiment Analysis, and have it  ready in your current Python session: >>> import pickle >>> import os >>> dest = os.path.join('movieclassifier', 'pkl_objects') >>> if not os.path.exists(dest): ...     os.makedirs(dest)  >>> pickle.dump(stop,  ...          open(os.path.join(dest, 'stopwords.pkl'),'wb'), ...          protocol=4)    >>> pickle.dump(clf, ...          open(os.path.join(dest, 'classifier.pkl'), 'wb'), ...          protocol=4) Using the preceding code, we created a movieclassifier directory where we will  later store the files and data for our web application. Within this movieclassifier  directory, we created a pkl_objects subdirectory to save the serialized Python  objects to our local drive. Via pickle's dump method, we then serialized the trained  logistic regression model as well as the stop word set from the NLTK library so that  we don't have to install the NLTK vocabulary on our server. The dump method takes  as its first argument the object that we want to pickle, and for the second argument  we provided an open file object that the Python object will be written to. Via the wb  argument inside the open function, we opened the file in binary mode for pickle,  and we set protocol=4 to choose the latest and most efficient pickle protocol that  has been added to Python 3.4. (If you have problems using protocol 4, please check  if you are using the latest Python 3 version install. Alternatively, you may consider  choosing a lower protocol number) www.finebook.ir","['Embedding a Machine Learning Model into a Web Application [ 252 ] Serializing fitted scikit-learn estimators Training a machine learning model can be computationally quite expensive, as we  have seen in Chapter 8, Applying Machine Learning to Sentiment Analysis.', ""Surely, we  don't want to train our model every time we close our Python interpreter and want  to make a new prediction or reload our web application?"", ""One option for model  persistence is Python's in-built pickle module (https://docs.python.org/3.4/ library/pickle.html), which allows us to serialize and de-serialize Python object  structures to compact byte code, so that we can save our classifier in its current state  and reload it if we want to classify new samples without needing to learn the model  from the training data all over again."", ""Before you execute the following code, please  make sure that you have trained the out-of-core logistic regression model from the  last section of Chapter 8, Applying Machine Learning to Sentiment Analysis, and have it  ready in your current Python session: >>> import pickle >>> import os >>> dest = os.path.join('movieclassifier', 'pkl_objects') >>> if not os.path.exists(dest): ...     os.makedirs(dest)  >>> pickle.dump(stop,  ...          open(os.path.join(dest, 'stopwords.pkl'),'wb'), ...          protocol=4)    >>> pickle.dump(clf, ...          open(os.path.join(dest, 'classifier.pkl'), 'wb'), ...          protocol=4) Using the preceding code, we created a movieclassifier directory where we will  later store the files and data for our web application."", 'Within this movieclassifier  directory, we created a pkl_objects subdirectory to save the serialized Python  objects to our local drive.', ""Via pickle's dump method, we then serialized the trained  logistic regression model as well as the stop word set from the NLTK library so that  we don't have to install the NLTK vocabulary on our server."", 'The dump method takes  as its first argument the object that we want to pickle, and for the second argument  we provided an open file object that the Python object will be written to.', 'Via the wb  argument inside the open function, we opened the file in binary mode for pickle,  and we set protocol=4 to choose the latest and most efficient pickle protocol that  has been added to Python 3.4. (', 'If you have problems using protocol 4, please check  if you are using the latest Python 3 version install.', 'Alternatively, you may consider  choosing a lower protocol number) www.finebook.ir']",10
Python Machine Learning 2015.pdf,277,1553,381,6,388.25,"Chapter 9 [ 253 ] Our logistic regression model contains several NumPy arrays, such as the  weight vector, and a more efficient way to serialize NumPy arrays is to  use the alternative joblib library. To ensure compatibility with the server  environment that we will use in later sections, we will use the standard  pickle approach. If you are interested, you can find more information  about joblib at https://pypi.python.org/pypi/joblib. We don't need to pickle the HashingVectorizer, since it does not need to be fitted.  Instead, we can create a new Python script file, from which we can import the  vectorizer into our current Python session. Now, copy the following code and   save it as vectorizer.py in the movieclassifier directory: from sklearn.feature_extraction.text import HashingVectorizer import re import os import pickle cur_dir = os.path.dirname(__file__) stop = pickle.load(open(                 os.path.join(cur_dir,                  'pkl_objects',                  'stopwords.pkl'), 'rb')) def tokenizer(text):     text = re.sub('<[^>]*>', '', text)     emoticons = re.findall('(?::|;|=)(?:-)?(?:\)|\(|D|P)',                            text.lower())     text = re.sub('[\W]+', ' ', text.lower()) \                    + ' '.join(emoticons).replace('-', '')     tokenized = [w for w in text.split() if w not in stop]     return tokenized vect = HashingVectorizer(decode_error='ignore',                          n_features=2**21,                          preprocessor=None,                          tokenizer=tokenizer) www.finebook.ir","['Chapter 9 [ 253 ] Our logistic regression model contains several NumPy arrays, such as the  weight vector, and a more efficient way to serialize NumPy arrays is to  use the alternative joblib library.', 'To ensure compatibility with the server  environment that we will use in later sections, we will use the standard  pickle approach.', 'If you are interested, you can find more information  about joblib at https://pypi.python.org/pypi/joblib.', ""We don't need to pickle the HashingVectorizer, since it does not need to be fitted."", ' Instead, we can create a new Python script file, from which we can import the  vectorizer into our current Python session.', ""Now, copy the following code and   save it as vectorizer.py in the movieclassifier directory: from sklearn.feature_extraction.text import HashingVectorizer import re import os import pickle cur_dir = os.path.dirname(__file__) stop = pickle.load(open(                 os.path.join(cur_dir,                  'pkl_objects',                  'stopwords.pkl'), 'rb')) def tokenizer(text):     text = re.sub('<[^>]*>', '', text)     emoticons = re.findall('(?::|;|=)(?:-)?(?:\\)|\\(|D|P)',                            text.lower())     text = re.sub('[\\W]+', ' ', text.lower()) \\                    + ' '.join(emoticons).replace('-', '')     tokenized = [w for w in text.split() if w not in stop]     return tokenized vect = HashingVectorizer(decode_error='ignore',                          n_features=2**21,                          preprocessor=None,                          tokenizer=tokenizer) www.finebook.ir""]",6
Python Machine Learning 2015.pdf,278,2110,371,12,527.5,"Embedding a Machine Learning Model into a Web Application [ 254 ] After we have pickled the Python objects and created the vectorizer.py file, it   would now be a good idea to restart our Python interpreter or IPython Notebook  kernel to test if we can deserialize the objects without error. However, please note   that unpickling data from an untrusted source can be a potential security risk since   the pickle module is not secure against malicious code. From your terminal, navigate  to the movieclassifier directory, start a new Python session and execute the  following code to verify that you can import the vectorizer and unpickle the classifier: >>> import pickle >>> import re >>> import os >>> from vectorizer import vect >>> clf = pickle.load(open( ...        os.path.join('pkl_objects',  ...                     'classifier.pkl'), 'rb')) After we have successfully loaded the vectorizer and unpickled the classifier, we can  now use these objects to pre-process document samples and make predictions about  their sentiment: >>> import numpy as np >>> label = {0:'negative', 1:'positive'} >>> example = ['I love this movie'] >>> X = vect.transform(example) >>> print('Prediction: %s\nProbability: %.2f%%' %\ ...       (label[clf.predict(X)[0]],  ...        np.max(clf.predict_proba(X))*100)) Prediction: positive Probability: 91.56% Since our classifier returns the class labels as integers, we defined a simple  Python dictionary to map those integers to their sentiment. We then used the  HashingVectorizer to transform the simple example document into a word vector  X. Finally, we used the predict method of the logistic regression classifier to predict  the class label as well as the predict_proba method to return the corresponding  probability of our prediction. Note that the predict_proba method call returns an  array with a probability value for each unique class label. Since the class label with  the largest probability corresponds to the class label that is returned by the predict  call, we used the np.max function to return the probability of the predicted class. www.finebook.ir","['Embedding a Machine Learning Model into a Web Application [ 254 ] After we have pickled the Python objects and created the vectorizer.py file, it   would now be a good idea to restart our Python interpreter or IPython Notebook  kernel to test if we can deserialize the objects without error.', 'However, please note   that unpickling data from an untrusted source can be a potential security risk since   the pickle module is not secure against malicious code.', ""From your terminal, navigate  to the movieclassifier directory, start a new Python session and execute the  following code to verify that you can import the vectorizer and unpickle the classifier: >>> import pickle >>> import re >>> import os >>> from vectorizer import vect >>> clf = pickle.load(open( ...        os.path.join('pkl_objects',  ...                     'classifier.pkl'), 'rb')) After we have successfully loaded the vectorizer and unpickled the classifier, we can  now use these objects to pre-process document samples and make predictions about  their sentiment: >>> import numpy as np >>> label = {0:'negative', 1:'positive'} >>> example = ['I love this movie'] >>> X = vect.transform(example) >>> print('Prediction: %s\\nProbability: %.2f%%' %\\ ...       (label[clf.predict(X)[0]],  ...        np.max(clf.predict_proba(X))*100)) Prediction: positive Probability: 91.56% Since our classifier returns the class labels as integers, we defined a simple  Python dictionary to map those integers to their sentiment."", 'We then used the  HashingVectorizer to transform the simple example document into a word vector  X. Finally, we used the predict method of the logistic regression classifier to predict  the class label as well as the predict_proba method to return the corresponding  probability of our prediction.', 'Note that the predict_proba method call returns an  array with a probability value for each unique class label.', 'Since the class label with  the largest probability corresponds to the class label that is returned by the predict  call, we used the np.max function to return the probability of the predicted class.', 'www.finebook.ir']",7
